0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.5
0.5,1.5,1.0,0.25
0.5,1.5,1.0,0.125
0.5,1.5,1.0,0.0625
0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.5
0.5,1.5,1.0,0.25
0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
1.0,1.0,-1.4,1.0,0,0,1,0.901930366652615,-0.00164809373880466,-0.5150047765827934
0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.5
0.5,1.5,1.0,0.25
0.5,1.5,1.0,0.125
0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.5
0.5,1.5,1.0,0.25
0.5,1.5,1.0,0.125
0.5,1.5,1.0,0.0625
0.5,1.5,1.0,0.09375
0.5,1.5,1.0,0.078125
0.5,1.5,1.0,0.0859375
0.5,1.5,1.0,0.08203125
0.5,1.5,1.0,0.083984375
0.5,1.5,1.0,0.0849609375
0.5,1.5,1.0,0.08447265625
0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.5
0.5,1.5,1.0,0.25
0.5,1.5,1.0,0.125
0.5,1.5,1.0,0.0625
0.5,1.5,1.0,0.09375
0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.5
0.5,1.5,1.0,0.25
0.5,1.5,1.0,0.125
0.5,1.5,1.0,0.0625
0.5,1.5,1.0,0.09375
0.5,1.50000001,1.0,0.0
0.5,1.50000001,1.0,1.0
0.5,1.50000001,1.0,0.5
0.5,1.50000001,1.0,0.25
0.5,1.50000001,1.0,0.125
0.5,1.50000001,1.0,0.0625
0.5,1.50000001,1.0,0.09375
0.5,1.5,1.00000001,0.0
0.5,1.5,1.00000001,1.0
0.5,1.5,1.00000001,0.5
0.5,1.5,1.00000001,0.25
0.5,1.5,1.00000001,0.125
0.5,1.5,1.00000001,0.0625
0.5,1.5,1.00000001,0.09375
0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.5
