0.5,1.5,1.0,0.25
0.5,1.5,1.0,0.125
0.5,1.5,1.0,0.0625
0.5,1.5,1.0,0.09375
0.5,1.5750000000000002,1.0,0.0
0.5,1.5,1.0,0.0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.5
0.5,1.5,1.0,0.25
0.5,1.5,1.0,0.125
0.5,1.5,1.0,0.0625
0.5,1.5,1.0,0.09375
0.5,1.5750000000000002,1.0,0.0
0.5,1.5750000000000002,1.0,1.0
0.5,1.5750000000000002,1.0,0.5
0.5,1.5750000000000002,1.0,0.25
0.5,1.5750000000000002,1.0,0.125
0.5,1.5750000000000002,1.0,0.0625
0.5,1.5750000000000002,1.0,0.09375
0.5,1.5,1.05,0.0
0.5,1.5,1.05,1.0
0.5,1.5,1.05,0.5
0.5,1.5,1.05,0.25
0.5,1.5,1.05,0.125
0.5,1.5,1.05,0.0625
0.5,1.5,1.05,0.09375
0.5,1.5750000000000002,0.95,0.0
0.5,1.5750000000000002,0.95,1.0
0.5,1.5750000000000002,0.95,0.5
0.5,1.5750000000000002,0.95,0.25
0.5,1.5750000000000002,0.95,0.125
0.5,1.5750000000000002,0.95,0.0625
0.5,1.5750000000000002,0.95,0.09375
0.5,1.51875,1.025,0.0
0.5,1.51875,1.025,1.0
0.5,1.51875,1.025,0.5
0.5,1.51875,1.025,0.25
0.5,1.51875,1.025,0.125
0.5,1.51875,1.025,0.0625
0.5,1.51875,1.025,0.09375
0.5,1.5375,1.0,0.0
0.5,1.5375,1.0,1.0
0.5,1.5375,1.0,0.5
0.5,1.5375,1.0,0.25
0.5,1.5375,1.0,0.125
0.5,1.5375,1.0,0.0625
0.5,1.5375,1.0,0.09375
0.5,1.5,1.025,0.0
0.5,1.5,1.025,1.0
0.5,1.5,1.025,0.5
0.5,1.5,1.025,0.25
0.5,1.5,1.025,0.125
0.5,1.5,1.025,0.0625
0.5,1.5,1.025,0.09375
0.5,1.5375,0.9750000000000001,0.0
0.5,1.5375,0.9750000000000001,1.0
0.5,1.5375,0.9750000000000001,0.5
0.5,1.5375,0.9750000000000001,0.25
0.5,1.5375,0.9750000000000001,0.125
0.5,1.5375,0.9750000000000001,0.0625
0.5,1.5375,0.9750000000000001,0.09375
0.5,1.509375,1.0125,0.0
0.5,1.509375,1.0125,1.0
0.5,1.509375,1.0125,0.5
0.5,1.5,1.0,0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.6073306402846511
0.5,1.5,1.0,0.32091099126281497
0.5,1.5,1.0,0.16045549563140749
0.5,1.5,1.0,0.07183665813545467
0.5,1.5,1.0,0.11614607688343108
0.5,1.5000000149011612,1.0,0
0.5,1.5000000149011612,1.0,1.0
0.5,1.5000000149011612,1.0,0.6073306402846511
0.5,1.5000000149011612,1.0,0.32091099126281497
0.5,1.5000000149011612,1.0,0.16045549563140749
0.5,1.5000000149011612,1.0,0.07183665813545467
0.5,1.5000000149011612,1.0,0.11614607688343108
0.5,1.5,1.0000000149011612,0
0.5,1.5,1.0000000149011612,1.0
0.5,1.5,1.0000000149011612,0.6073306402846511
0.5,1.5,1.0000000149011612,0.32091099126281497
0.5,1.5,1.0000000149011612,0.16045549563140749
0.5,1.5,1.0000000149011612,0.07183665813545467
0.5,1.5,1.0000000149011612,0.11614607688343108
0.5,1.5,1.0,0
0.5,1.5,1.0,1.0
0.5,1.5,1.0,0.6073306402846511
0.5,1.5,1.0,0.32091099126281497
0.5,1.5,1.0,0.16045549563140749
0.5,1.5,1.0,0.07183665813545467
0.5,1.5,1.0,0.11614607688343108
1.0,1.0,-1.4,1.0,0,0,1,0.901930366652615,-0.00164809373880466,-0.5150047765827934
