------ Begin Next Fly'm ------


"Begin Fly'm (Tue May 04 16:05:02 2021)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 10000"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","NO ","NO ","NO ","NO ","YES","YES","NO "


"Ion N","Mass","X","Y","Z","Azm","Elv","Vx","Vy","Vz","KE"
899,28,160.34,139.603,150,89.709,0.000263684,0.133956,0.000121366,-26.3711,100.91
900,28,161.521,136.297,150,89.6167,0.492803,0.176366,0.226753,-26.3622,100.852
901,28,162.412,135.551,150,89.6759,0.630185,0.149133,0.289987,-26.3638,100.867
902,28,167.178,138.572,150,90.2584,0.102257,-0.118899,0.0470599,-26.368,100.886
903,28,160.62,141.011,150,89.7248,-0.151354,0.126666,-0.0696524,-26.3669,100.878
904,28,164.07,141.771,150,90.005,-0.179454,-0.0023015,-0.0826067,-26.3745,100.934
905,28,162.563,141.344,150,89.9008,-0.150498,0.0456416,-0.0692673,-26.3704,100.903
906,28,159.512,138.854,150,89.1119,0.408023,0.408669,0.187777,-26.3645,100.887
907,28,159.42,139.554,150,88.9242,0.364739,0.495081,0.16787,-26.3651,100.901
908,28,167.017,136.988,150,90.6295,0.622952,-0.289653,0.286661,-26.3629,100.869
909,28,167.265,141.79,150,90.8382,-0.816851,-0.385665,-0.375885,-26.3608,100.871
910,28,167.105,139.709,150,90.2273,-0.0138966,-0.104601,-0.00639648,-26.3725,100.92
911,28,166.989,142.619,150,90.3351,-0.405055,-0.15418,-0.186375,-26.3622,100.848
912,28,168.818,139.561,150,91.0242,0.289298,-0.471343,0.133148,-26.3656,100.9
913,28,163.205,142.287,150,89.9393,-0.236006,0.0279469,-0.108619,-26.3695,100.897
914,28,158.869,139.371,150,89.1926,0.174597,0.371636,0.0803637,-26.3694,100.916
915,28,162.948,136.139,150,89.8873,0.329678,0.0518424,0.151722,-26.3679,100.887
916,28,161.2,141.792,150,89.7649,-0.230302,0.108206,-0.105976,-26.3649,100.863
917,28,167.426,142.521,150,90.4834,-0.513025,-0.222426,-0.236051,-26.361,100.846
918,28,163.226,135.093,150,89.8477,0.602473,0.0700961,0.277284,-26.3689,100.903
919,28,168.778,139.085,150,90.534,0.119679,-0.245768,0.05508,-26.368,100.893
920,28,160.22,137.771,150,89.2843,0.527247,0.329333,0.242614,-26.3619,100.862
921,28,159.551,138.359,150,89.4202,0.275574,0.266785,0.12681,-26.3641,100.866
922,28,166.219,138.921,150,90.1567,0.0497873,-0.0721336,0.0229146,-26.3703,100.902
923,28,163.075,135.997,150,89.8969,0.350219,0.0474706,0.161177,-26.3682,100.889
924,28,159.391,139.216,150,89.0297,0.376103,0.446555,0.173103,-26.3665,100.905
925,28,164.488,143.953,150,90.0628,-0.501374,-0.0289114,-0.230748,-26.3686,100.896
926,28,164.315,135.572,150,90.3904,1.12291,-0.179673,0.516799,-26.3654,100.907
927,28,160.031,138.861,150,88.9857,0.563335,0.466716,0.259236,-26.3615,100.875
928,28,161.507,137.552,150,89.1371,0.856121,0.397057,0.393961,-26.3608,100.874
929,28,169.188,140.294,150,90.6831,-0.135715,-0.314408,-0.0624658,-26.3697,100.912
930,28,159.837,141.563,150,89.2448,-0.551169,0.347491,-0.253637,-26.3632,100.874
931,28,162.273,136.224,150,89.799,0.361692,0.0924874,0.166436,-26.3647,100.864
932,28,162.267,143.662,150,89.6112,-0.788849,0.178918,-0.363001,-26.3633,100.871
933,28,163.391,135.966,150,89.933,0.347181,0.0308358,0.159778,-26.3681,100.889
934,28,161.145,136.688,150,89.4566,0.585654,0.250013,0.269486,-26.3623,100.86
935,28,166.64,143.143,150,90.386,-0.567182,-0.177583,-0.260974,-26.3617,100.85
936,28,166.342,137.323,150,90.8265,0.866112,-0.380278,0.398555,-26.3608,100.873
937,28,159.059,140.609,150,89.1621,-0.318627,0.385602,-0.146638,-26.3654,100.889
938,28,165.77,139.924,150,90.1153,-0.0342101,-0.0530614,-0.0157476,-26.3743,100.933
939,28,158.765,139.915,150,88.9887,-0.0363403,0.465594,-0.0167311,-26.3749,100.968
940,28,163.48,135.365,150,89.6518,1.01299,0.160242,0.466186,-26.3647,100.894
941,28,167.016,139.739,150,90.2182,-0.0170662,-0.100438,-0.0078555,-26.3728,100.922
942,28,164.432,134.846,150,90.1398,0.780229,-0.0643614,0.359127,-26.3707,100.923
943,28,165.467,138.427,150,90.1019,0.0830727,-0.0468828,0.0382368,-26.3721,100.916
944,28,165.989,136.512,150,90.6609,0.846101,-0.304084,0.389348,-26.362,100.873
945,28,168.785,139.213,150,90.5228,0.0932827,-0.24061,0.0429317,-26.3682,100.894
946,28,159.762,138.14,150,89.3101,0.410459,0.317442,0.188881,-26.3634,100.869
947,28,163.944,143.914,150,90.2898,-1.22415,-0.133346,-0.563408,-26.3656,100.914
948,28,167.856,141.977,150,90.4503,-0.37209,-0.207173,-0.171208,-26.362,100.848
949,28,165.052,139.438,150,90.0669,0.00154642,-0.0307797,0.000711899,-26.3763,100.948
950,28,164.327,141.179,150,90.0215,-0.128203,-0.00989764,-0.0590168,-26.3755,100.942
951,28,163.555,142.92,150,89.9619,-0.306974,0.0175393,-0.141286,-26.3703,100.904
952,28,166.054,142.706,150,90.6437,-1.00175,-0.296165,-0.460983,-26.362,100.881
953,28,161.418,142.871,150,89.7135,-0.413522,0.131801,-0.190271,-26.3623,100.848
954,28,166.891,142.072,150,90.7922,-0.883964,-0.364507,-0.406763,-26.3605,100.87
955,28,161.608,140.75,150,89.832,-0.106861,0.077336,-0.0491828,-26.3703,100.903
956,28,160.971,136.866,150,89.4294,0.577297,0.262535,0.265638,-26.3619,100.857
957,28,161.704,143.114,150,89.7353,-0.441813,0.12179,-0.203299,-26.3637,100.859
958,28,165.717,136.609,150,90.1739,0.29232,-0.0800109,0.134509,-26.3638,100.855
959,28,159.647,138.591,150,89.159,0.44672,0.387005,0.205578,-26.3638,100.88
960,28,166.179,136.088,150,90.3302,0.486566,-0.151927,0.223886,-26.3628,100.854
961,28,159.218,140.926,150,89.4123,-0.248797,0.270441,-0.11449,-26.3644,100.869
962,28,164.796,144.312,150,90.1787,-0.734476,-0.0822462,-0.338032,-26.368,100.901
963,28,161.007,137.454,150,89.705,0.243826,0.135733,0.112196,-26.364,100.858
964,28,160.084,137.718,150,89.3828,0.433264,0.283992,0.199371,-26.3632,100.864
965,28,164.858,143.978,150,90.3327,-0.95694,-0.153084,-0.440411,-26.3663,100.902
966,28,163.098,135.388,150,89.8628,0.491376,0.0631365,0.22614,-26.3678,100.891
967,28,168.048,141.922,150,90.5628,-0.448011,-0.25896,-0.206146,-26.3621,100.854
968,28,164.263,137.185,150,90.0208,0.183422,-0.0095961,0.0844293,-26.3732,100.925
969,28,159.315,138.831,150,89.4487,0.171831,0.25368,0.0790745,-26.3655,100.875
970,28,162.037,143.48,150,89.5679,-0.793733,0.198803,-0.365244,-26.3628,100.869
971,28,159.557,139.408,150,89.5804,0.0389735,0.193137,0.0179374,-26.3695,100.901
972,28,164.938,136.078,150,90.102,0.334963,-0.0469285,0.154157,-26.3684,100.89
973,28,165.983,143.47,150,90.433,-0.78984,-0.199226,-0.363453,-26.3628,100.869
974,28,159.654,138.281,150,89.2928,0.39383,0.325443,0.181232,-26.3639,100.872
975,28,162.196,137.45,150,89.0946,0.994322,0.416587,0.457555,-26.3598,100.876
976,28,169.044,139.957,150,91.0946,-0.135743,-0.503822,-0.0624844,-26.3691,100.93
977,28,163.414,135.609,150,89.9253,0.414304,0.0343804,0.190674,-26.3685,100.893
978,28,164.161,144.58,150,90.0432,-0.767702,-0.0198937,-0.35338,-26.3721,100.934
979,28,160.332,139.056,150,88.8826,0.627481,0.514158,0.28877,-26.3617,100.886
980,28,168.041,137.847,150,90.613,0.401775,-0.282044,0.184879,-26.3631,100.863
981,28,166.53,137.815,150,90.9189,0.874087,-0.4228,0.402225,-26.3601,100.873
982,28,167.352,141.169,150,91.0098,-0.832054,-0.464608,-0.382885,-26.3598,100.874
983,28,165.907,136.014,150,90.5092,0.75419,-0.234315,0.347055,-26.3632,100.872
984,28,164.546,144.429,150,90.1248,-0.727121,-0.057438,-0.334661,-26.3692,100.91
985,28,163.902,144.132,150,89.7463,-1.13969,0.116757,-0.524569,-26.3679,100.925
986,28,160.344,142.087,150,89.5884,-0.362948,0.189384,-0.167002,-26.3622,100.848
987,28,164.463,141.932,150,90.0331,-0.196499,-0.0152407,-0.0904461,-26.3724,100.919
988,28,167.933,137.734,150,90.5334,0.35742,-0.245427,0.164458,-26.3618,100.849
989,28,161.448,143.193,150,89.6377,-0.553234,0.166717,-0.254555,-26.3617,100.849
990,28,162.063,143.325,150,89.5111,-0.866043,0.224956,-0.398526,-26.3628,100.874
991,28,161.441,139.168,150,89.8185,0.0315528,0.0835574,0.0145223,-26.3704,100.903
992,28,165.873,139.879,150,90.1228,-0.0306998,-0.0565212,-0.0141315,-26.374,100.93
993,28,164.758,139.934,150,90.0471,-0.0348007,-0.0216761,-0.0160216,-26.3779,100.96
994,28,163.154,144.199,150,89.737,-0.859455,0.121023,-0.39552,-26.3652,100.887
995,28,162.556,143.861,150,89.7793,-0.585151,0.101561,-0.269259,-26.3637,100.863
996,28,161.351,142.229,150,89.7611,-0.286762,0.109939,-0.131954,-26.3642,100.859
997,28,162.214,143.093,150,89.4479,-0.973966,0.254028,-0.448187,-26.3619,100.875
998,28,167.529,140.931,150,90.2925,-0.145903,-0.134591,-0.0671437,-26.3667,100.877
999,28,164.516,143.254,150,90.4958,-1.2188,-0.22811,-0.560879,-26.3619,100.89
1000,28,163.171,144.274,150,89.8378,-0.683128,0.0746623,-0.314398,-26.3681,100.9
1001,28,164.496,135.701,150,90.0602,0.388198,-0.0277236,0.178659,-26.3686,100.893
1002,28,165.144,136.363,150,90.652,1.05655,-0.299999,0.486191,-26.361,100.877
1003,28,160.713,140.383,150,89.7497,-0.0805232,0.115181,-0.0370595,-26.3692,100.895
1004,28,167.676,137.76,150,90.4057,0.262885,-0.18666,0.120967,-26.3638,100.859
1005,28,163.438,135.054,150,89.7474,0.893962,0.116251,0.41144,-26.3676,100.907
1006,28,166.27,142.882,150,90.2338,-0.381419,-0.107569,-0.175506,-26.3635,100.855
1007,28,164.964,144.084,150,90.1509,-0.592027,-0.0694236,-0.272463,-26.3676,100.892
1008,28,162.653,135.687,150,89.54,0.85152,0.211688,0.391856,-26.3638,100.881
1009,28,159.792,138.047,150,89.4395,0.32074,0.257928,0.147594,-26.364,100.866
1010,28,163.298,135.024,150,89.773,0.795574,0.104475,0.366155,-26.3679,100.904
1011,28,158.75,140.043,150,89.0663,-0.119532,0.429767,-0.0550212,-26.37,100.926
1012,28,158.777,139.757,150,89.0394,0.086272,0.442175,0.0397125,-26.3705,100.932
1013,28,166.645,137.476,150,90.2429,0.215568,-0.111779,0.0991959,-26.3649,100.863
1014,28,167.914,139.714,150,90.3205,-0.00995442,-0.147527,-0.00458189,-26.3721,100.918
1015,28,162.176,142.737,150,89.3648,-1.05016,0.292269,-0.483235,-26.3603,100.871
1016,28,167.719,137.888,150,90.7762,0.571613,-0.357161,0.263034,-26.362,100.866
1017,28,164.595,144.419,150,90.1786,-0.822505,-0.0822168,-0.378567,-26.369,100.914
1018,28,165.746,136.367,150,90.1929,0.33414,-0.0887512,0.153757,-26.3646,100.862
1019,28,162.17,135.846,150,89.7224,0.492964,0.127748,0.226832,-26.3631,100.856
1020,28,168.009,138.382,150,90.4039,0.176945,-0.185867,0.0814195,-26.3634,100.854
1021,28,167.771,141.605,150,90.3695,-0.261184,-0.170034,-0.120185,-26.3641,100.861
1022,28,164.642,135.87,150,90.4898,1.09678,-0.225391,0.504721,-26.3624,100.885
1023,28,168.867,140.82,150,90.6099,-0.235449,-0.280693,-0.108354,-26.366,100.881
1024,28,167.672,142.286,150,90.4994,-0.477887,-0.229769,-0.219892,-26.3621,100.854
1025,28,161.115,139.223,150,89.7881,0.0300812,0.0975483,0.0138447,-26.3699,100.9
1026,28,160.105,137.876,150,89.5532,0.272932,0.205578,0.125589,-26.3634,100.857
1027,28,163.953,144.647,150,89.9852,-0.809921,0.00681631,-0.372843,-26.3741,100.95
1028,28,165.8,140.706,150,90.1213,-0.0981201,-0.0558089,-0.04516,-26.3704,100.903
1029,28,165.534,135.599,150,90.3962,0.735696,-0.182328,0.338551,-26.3642,100.876
1030,28,167.314,140.586,150,90.2563,-0.102313,-0.117974,-0.0470873,-26.3688,100.892
1031,28,164.478,139.414,150,90.0298,0.00238191,-0.0137121,0.0010966,-26.3782,100.962
1032,28,163.418,144.048,150,89.9194,-0.532194,0.0370965,-0.244924,-26.3676,100.89
1033,28,164.533,135.096,150,90.2658,0.922877,-0.12232,0.424753,-26.3678,100.91
1034,28,162.751,142.705,150,89.3731,-1.17152,0.288431,-0.539099,-26.3605,100.881
1035,28,163.581,135.286,150,89.6828,1.02353,0.145962,0.471034,-26.3647,100.894
1036,28,161.611,142.754,150,89.76,-0.362826,0.110426,-0.166954,-26.364,100.859
1037,28,164.766,144.06,150,90.11,-0.545856,-0.0506193,-0.251215,-26.3679,100.893
1038,28,164.499,135.345,150,90.0734,0.473532,-0.0337965,0.217931,-26.3684,100.894
1039,28,165.656,138.725,150,90.1131,0.0605078,-0.0520597,0.02785,-26.3715,100.911
1040,28,161.827,138.654,150,89.8444,0.0723626,0.071618,0.0333052,-26.3705,100.904
1041,28,166.486,140.504,150,90.1744,-0.0851696,-0.0802524,-0.0391987,-26.3698,100.899
1042,28,162.486,135.57,150,89.7457,0.538397,0.117043,0.247761,-26.3654,100.875
1043,28,164.971,144.194,150,90.1854,-0.677861,-0.0853028,-0.311957,-26.3666,100.888
1044,28,168.241,140.31,150,91.1291,-0.511862,-0.519604,-0.23557,-26.3629,100.892
1045,28,160.436,141.86,150,89.6475,-0.291119,0.162179,-0.133955,-26.3634,100.855
1046,28,166.185,140.304,150,90.1487,-0.0658624,-0.0684356,-0.030315,-26.3719,100.914
1047,28,167.358,138.938,150,90.268,0.0673938,-0.123324,0.0310161,-26.3685,100.89
1048,28,164.391,135.527,150,90.3872,1.09203,-0.178166,0.502584,-26.3654,100.905
1049,28,160.788,137.984,150,89.7099,0.178688,0.133491,0.082225,-26.3648,100.863
1050,28,169.18,139.488,150,90.8571,0.166565,-0.394534,0.0766714,-26.3708,100.929
1051,28,168.106,138.471,150,90.8713,0.515664,-0.400911,0.2373,-26.3628,100.875
1052,28,163.8,134.972,150,89.9624,0.582644,0.0173168,0.268188,-26.372,100.925
1053,28,166.221,137.845,150,90.9509,0.941592,-0.437527,0.433296,-26.36,100.878
1054,28,164.013,144.44,150,89.9538,-1.14509,0.0212651,-0.527131,-26.3721,100.955
1055,28,166.611,141.854,150,90.8648,-0.980897,-0.397883,-0.451377,-26.3601,100.876
1056,28,161.022,137.679,150,89.1607,0.755557,0.386167,0.34768,-26.3611,100.87
1057,28,164.43,143.17,150,90.0398,-0.343866,-0.0183188,-0.158261,-26.3695,100.899
1058,28,159.146,139.016,150,89.4121,0.153032,0.270568,0.0704303,-26.3679,100.895
1059,28,160.564,141.036,150,89.7163,-0.156196,0.130566,-0.0718793,-26.3663,100.874
1060,28,162.264,138.223,150,89.8736,0.105206,0.0581792,0.0484165,-26.3677,100.882
1061,28,166.148,137.716,150,90.9293,0.946874,-0.42758,0.435726,-26.3601,100.878
1062,28,159.603,139.25,150,88.9696,0.42953,0.474162,0.197678,-26.3638,100.89
1063,28,167.34,141.951,150,90.3229,-0.288016,-0.14859,-0.132527,-26.3633,100.853
1064,28,168.18,141.726,150,90.5231,-0.373656,-0.240675,-0.171932,-26.3623,100.853
1065,28,163.947,139.384,150,89.9969,0.00408115,0.00141532,0.00187906,-26.3804,100.979
1066,28,165.563,141.598,150,90.1126,-0.176856,-0.0518229,-0.081391,-26.3679,100.885
1067,28,167.406,142.514,150,90.456,-0.482367,-0.209827,-0.221944,-26.3612,100.845
1068,28,167.846,137.724,150,90.6638,0.483138,-0.305459,0.22232,-26.3627,100.864
1069,28,164.185,134.868,150,90.1147,0.951144,-0.0528093,0.437791,-26.3695,100.924
1070,28,165.365,142.477,150,90.1119,-0.269624,-0.0514938,-0.124084,-26.3679,100.886
1071,28,160.059,139.449,150,89.6692,0.0215403,0.152273,0.00991399,-26.3701,100.903
1072,28,168.281,138.352,150,90.4856,0.221058,-0.223435,0.101723,-26.3643,100.864
1073,28,165.962,142.855,150,90.6039,-0.991993,-0.277846,-0.45648,-26.3614,100.875
1074,28,161.761,142.227,150,89.2266,-1.04164,0.355862,-0.47933,-26.3604,100.877
1075,28,158.739,140.205,150,89.225,-0.135968,0.356694,-0.062585,-26.3704,100.921
1076,28,165.233,143.311,150,90.1265,-0.391532,-0.0582237,-0.180182,-26.3669,100.88
1077,28,160.755,141.476,150,89.7234,-0.207865,0.127262,-0.0956496,-26.3644,100.86
1078,28,166.761,136.531,150,90.4289,0.486731,-0.19732,0.223953,-26.3614,100.846
1079,28,161.041,142.848,150,89.6139,-0.492904,0.177646,-0.226796,-26.3618,100.848
1080,28,168.122,139.534,150,90.3579,0.0141932,-0.164731,0.00653256,-26.3704,100.906
1081,28,164.008,143.99,150,89.7241,-1.19884,0.126973,-0.551768,-26.3663,100.917
1082,28,168.026,137.822,150,90.5593,0.363605,-0.257336,0.167307,-26.3622,100.853
1083,28,159.899,138.036,150,89.5065,0.274875,0.227076,0.126482,-26.3631,100.856
1084,28,166.449,136.885,150,90.706,0.780625,-0.324854,0.359219,-26.3621,100.872
1085,28,161,138.596,150,89.7631,0.0943025,0.10902,0.0433994,-26.3681,100.887
1086,28,165.457,143.049,150,90.1407,-0.358701,-0.0647664,-0.165062,-26.3651,100.866
1087,28,162.145,142.24,150,89.251,-1.1426,0.344606,-0.525761,-26.3587,100.87
1088,28,158.678,139.899,150,89.0762,-0.0225179,0.425269,-0.0103666,-26.3739,100.955
1089,28,166.489,137.878,150,90.2047,0.158553,-0.0942183,0.0729634,-26.3663,100.873
1090,28,167.557,141.848,150,90.3504,-0.28794,-0.161248,-0.132493,-26.3633,100.854
1091,28,161.803,142.241,150,89.2323,-1.05094,0.353231,-0.483616,-26.3607,100.88
1092,28,159.982,141.587,150,89.2114,-0.60302,0.362842,-0.27749,-26.3622,100.87
1093,28,164.696,141.92,150,90.0501,-0.197515,-0.0230375,-0.0909096,-26.3712,100.909
1094,28,169.003,139.152,150,90.6438,0.15011,-0.296302,0.0690884,-26.3687,100.903
1095,28,163.974,144.549,150,89.9565,-1.04933,0.0200351,-0.483048,-26.3725,100.952
1096,28,161.773,138.93,150,89.8431,0.0490212,0.0722352,0.022562,-26.3703,100.902
1097,28,163.843,144.524,150,89.9652,-0.709087,0.0160098,-0.326395,-26.3721,100.931
1098,28,167.459,141.852,150,90.3335,-0.278779,-0.153447,-0.128277,-26.3633,100.854
1099,28,168.275,140.907,150,90.4134,-0.174961,-0.190257,-0.0805168,-26.3666,100.879
1100,28,166.612,136.395,150,90.4273,0.514984,-0.196617,0.236961,-26.3623,100.854
1101,28,167.903,139.086,150,91.0866,0.566935,-0.50002,0.260905,-26.3621,100.885
1102,28,161.173,136.717,150,89.6296,0.399041,0.170417,0.183607,-26.362,100.847
1103,28,161.363,142.977,150,89.4654,-0.75346,0.245965,-0.34671,-26.3624,100.867
1104,28,158.891,140.478,150,89.3373,-0.177094,0.305006,-0.0815101,-26.3693,100.908
1105,28,159.667,140.759,150,89.013,-0.530684,0.454213,-0.244227,-26.3635,100.888
1106,28,159.991,141.477,150,89.1698,-0.615389,0.382028,-0.283187,-26.3623,100.873
1107,28,159.514,138.879,150,89.5338,0.129,0.214565,0.0593664,-26.367,100.883
1108,28,167.315,142.159,150,90.3397,-0.329294,-0.156286,-0.151517,-26.3625,100.849
1109,28,160.951,142.789,150,89.6012,-0.492001,0.183498,-0.226378,-26.3615,100.847
1110,28,160.204,138.035,150,89.1937,0.569994,0.370993,0.262291,-26.3621,100.868
1111,28,163.98,135.108,150,89.9507,1.15647,0.0227114,0.532377,-26.3723,100.957
1112,28,166.78,141.377,150,90.2189,-0.178818,-0.10073,-0.0822865,-26.3654,100.867
1113,28,162.499,135.768,150,89.5292,0.823752,0.216639,0.379065,-26.3631,100.874
1114,28,164.758,144.17,150,90.2721,-0.906768,-0.125216,-0.417306,-26.3657,100.894
1115,28,163.997,135.02,150,89.9962,1.12588,0.00175523,0.518314,-26.3735,100.965
1116,28,161.734,143.331,150,89.5536,-0.738693,0.205377,-0.339912,-26.3626,100.866
1117,28,158.833,140.016,150,88.9918,-0.139807,0.46407,-0.0643564,-26.3705,100.934
1118,28,160.528,137.694,150,89.2352,0.621392,0.351893,0.28594,-26.3618,100.866
1119,28,164.006,134.712,150,90.0025,0.768449,-0.00112899,0.353763,-26.3751,100.956
1120,28,164.266,144.488,150,90.0573,-0.699201,-0.0263802,-0.321831,-26.371,100.922
1121,28,164.892,135.245,150,90.155,0.549952,-0.0713255,0.253092,-26.3671,100.887
1122,28,162.847,135.293,150,89.6866,0.74807,0.144232,0.344267,-26.366,100.889
1123,28,168.139,139.653,150,90.3573,-0.000535969,-0.164467,-0.000246692,-26.3712,100.912
1124,28,161.832,142.024,150,89.1723,-1.08339,0.380834,-0.498543,-26.3598,100.878
1125,28,169.271,140.171,150,90.7917,-0.129131,-0.364414,-0.0594373,-26.3699,100.918
1126,28,165.923,143.403,150,90.4637,-0.839997,-0.213373,-0.386535,-26.3626,100.871
1127,28,163.233,144.229,150,89.8689,-0.623586,0.0603239,-0.286994,-26.3682,100.898
1128,28,164.635,140.037,150,90.0393,-0.0422349,-0.0180915,-0.0194441,-26.3778,100.959
1129,28,159.332,139.638,150,89.5433,0.0104943,0.210218,0.00483021,-26.3708,100.911
1130,28,158.881,139.887,150,88.9146,0.00781813,0.499651,0.00359931,-26.3731,100.959
1131,28,160.955,142.788,150,89.6033,-0.489031,0.182507,-0.225012,-26.3616,100.847
1132,28,169.067,139.637,150,90.5846,0.0265109,-0.26907,0.012203,-26.3719,100.924
1133,28,165.258,136.725,150,90.1155,0.253481,-0.0531632,0.116656,-26.3682,100.887
1134,28,167.264,137.408,150,90.3551,0.283578,-0.163396,0.130482,-26.3625,100.848
1135,28,164.74,144.315,150,90.2108,-0.820293,-0.0970183,-0.377523,-26.3672,100.9
1136,28,160.485,141.095,150,88.9783,-0.77819,0.470125,-0.358115,-26.3611,100.882
1137,28,167.17,138.075,150,90.9171,0.74803,-0.421961,0.344223,-26.3611,100.874
1138,28,168.348,140.284,150,91.1147,-0.483034,-0.51298,-0.222307,-26.3637,100.896
1139,28,166.446,142.164,150,90.2105,-0.2657,-0.0968424,-0.122266,-26.3651,100.865
1140,28,159.488,141.034,150,89.5122,-0.224459,0.22446,-0.103286,-26.3639,100.861
1141,28,164.124,144.052,150,90.2771,-1.14649,-0.127511,-0.527672,-26.3666,100.916
1142,28,166.3,136.843,150,90.713,0.815301,-0.328059,0.375177,-26.362,100.874
1143,28,164.272,135.013,150,90.2087,0.999812,-0.0960721,0.460195,-26.3693,100.926
1144,28,165.044,144.004,150,90.3291,-0.890052,-0.151463,-0.409614,-26.3658,100.894
1145,28,162.868,135.529,150,89.589,0.871166,0.189111,0.400912,-26.3649,100.889
1146,28,166.134,138.904,150,90.15,0.0504573,-0.0690259,0.023223,-26.3704,100.903
1147,28,168.67,140.9,150,90.84,-0.417569,-0.386577,-0.192171,-26.365,100.888
1148,28,163.246,135.256,150,89.6683,0.905487,0.152628,0.416722,-26.3659,100.897
1149,28,158.923,140.309,150,89.0898,-0.254174,0.418954,-0.116993,-26.3689,100.918
1150,28,168.902,139.933,150,91.1511,-0.186264,-0.52983,-0.0857417,-26.3691,100.934
1151,28,167.508,137.353,150,90.4465,0.352821,-0.205459,0.162343,-26.3623,100.85
1152,28,165.243,135.375,150,90.3385,0.752529,-0.15577,0.346308,-26.3651,100.883
1153,28,163.28,135.994,150,89.4752,1.10227,0.24146,0.507245,-26.3622,100.885
1154,28,163.419,143.983,150,89.6674,-1.03535,0.15306,-0.476481,-26.365,100.897
1155,28,165.617,136.484,150,90.6813,0.945459,-0.313458,0.435071,-26.3615,100.876
1156,28,167.092,137.037,150,90.3769,0.353041,-0.173427,0.162441,-26.362,100.846
1157,28,168.854,139.997,150,91.1152,-0.269918,-0.513277,-0.124239,-26.3671,100.917
